"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
38,,,,743419,2,,"D","<div><symbol>Goodness-of-fit Test for Dependent Observations via Wavelets</symbol></div>","137 (8)","2593-2612","Journal of Statistical Planning and Inference",,"0378-3758",2007-Aug-01,,,"10.1016/j.jspi.2006.04.015",,,,False,0,,,,,,
38,,,,743419,3,,"D","<div><symbol>On pointwise optimality of Bayes Factor wavelet regression estimators</symbol></div>","68 (4)","513-541","Sankhya",,"0972-7671",2006-Nov-01,,"http://sankhya.isical.ac.in/search/68 4/2006022.pdf",,,,,False,0,"Sapatinas T. ",True,,,,
38,,,,743420,1,,"H","<div><symbol>Adaptive cubic overestimation methods for unconstrained optimization</symbol></div>",,,,,,2007-Sep-29,,"http://www.optimization-online.org/DB_HTML/2007/09/1792.html",,"Submitted September 2007 to Mathematical Programming and Optimization Online. Minor revisions made in December 2007 to online version.

        ",,,False,0,"Gould, N.I. ",True,"Toint, P.L. ",True,,
38,,,,743420,2,,"H","<div><symbol>Some disadvantages of a Mehrotra-type primal-dual corrector interior point algorithm for linear programming</symbol></div>",,,,,,2005-Feb-17,,"http://www.optimization-online.org/DB_HTML/2005/02/1062.html",,"Submitted May 2006 to Applied Numerical Mathematics.  Under revision.",,,False,0,,,,,,
38,,,,743422,1,,"D","<div><symbol>Non-linear autoregressive time series with multivariate Gaussian mixtures as marginal distributions</symbol></div>","50(2)","143-154","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"0035-9254",2001-Jul-01,,,"10.1111/1467-9876.00225",,,,False,0,,,,,,
38,,,,743422,2,,"D","<div><symbol>A Penalized Likelihood Approach to Image Warping</symbol></div>","63(3)","465-492","Journal of the Royal Statistical Society: Series B (Statistical Methodology)",,"1369-7412",2001-Jan-01,,,"10.1111/1467-9868.00295",,,,False,0,"K V Mardia ",True,,,,
38,,,,743422,3,,"D","<div><symbol>Maximum a Posteriori Estimation of Image Boundaries by Dynamic Programming</symbol></div>","51(2)","209-221","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"0035-9254",2002-May-01,,,"10.1111/1467-9876.00264",,,,False,0,,,,,,
38,,,,743422,4,,"D","<div><symbol>A Latent Gaussian Markov Random Field Model for Spatio-temporal Rainfall Disaggregation</symbol></div>","52(4)","487?498","Journal of the Royal Statistical Society: Series C (Applied Statistics)",,"0035-9254",2003-Oct-01,,,"10.1111/1467-9876.00419",,,,False,0,"D. J. Allcroft",False,,,,
38,,,,743423,1,,"D","<div><symbol>Preconditioning indefinite systems in interior point methods for optimization</symbol></div>","28(2)","149-171","Computational Optimization and Applications",,"0926-6003",2004-Jul-01,,,"10.1023/B:COAP.0000026882.34332.1b",,,,False,0,"Bergamaschi, L. ",True,"Zilli, G. ",True,,
38,,,,743423,2,,"D","<div><symbol>High performance computing for asset liability management</symbol></div>","49(6)","879-891","Operations Research",,"0030-364X",2001-Nov-01,,,"10.1287/opre.49.6.879.10015",,,,False,0,"Kouwenberg, R. ",True,,,,
38,,,,743423,3,,"D","<div><symbol>Parallel interior point solver for structured linear programs</symbol></div>","96(3)","561-584","Mathematical Programming",,"0025-5610",2003-Jun-01,,,"10.1007/s10107-003-0379-5",,,,False,0,"Sarkissian,  R. ",True,,,,
38,,,,743423,4,,"D","<div><symbol>Hedging options under transaction costs and stochastic volatility</symbol></div>","27 (6)","1045-1068","Journal of Economic Dynamics and Control",,"0165-1889",2003-Apr-01,,,"10.1016/S0165-1889(02)00054-4",,,,False,0,"Kouwenberg R. ",True,"Vorst T. ",True,,
38,,,,743424,1,,"D","<div><symbol>Reoptimization with the Primal-Dual Interior Point Method</symbol></div>","13(3)","842-864","SIAM Journal on Optimization",,"1052-6234",2003-Jan-01,,,"10.1137/S1052623401393141",,,,False,0,"Gondzio, J.",False,,,,
38,,,,743424,2,,"D","<div><symbol>Parallel Interior Point Solver for Structured Quadratic Programs: Application to Financial Planning Problems</symbol></div>","152(1)","319-339","Annals of Operations Research",,"0254-5330",2007-Jul-01,,,"10.1007/S10479-006-0139-Z",,,,False,0,"Gondzio, J.",False,,,,
38,,,,743424,3,,"D","<div><symbol>Solving Nonlinear Portfolio Optimization Problems with the Primal-Dual Interior Point Method</symbol></div>","181(3)","1019-1029","European Journal of Operational Research",,"0377-2217",2007-Sep-01,,,"10.1016/j.ejor.2006.03.006",,,,False,0,"Gondzio, J.",False,,,,
38,,,,743424,4,2006,"C","<div><symbol>Direct Solution of Linear Systems of Size 10<sup>9</sup> Arising in Optimization with Interior Point Methods</symbol></div>","Parallel Processing and Applied Mathematics","513-525","Springer Berlin","Wyrzykowski, R","9783540341413",,,"http://www.maths.ed.ac.uk/~agr/reports/oops10e9.html","10.1007/11752578_62","This output is a chapter in a book which is a collection of research papers. All the material is original and has not been published elsewhere.",,,False,0,"Gondzio, J.",False,"Wyrzykowski, R. ",True,,
38,,,,743425,1,,"D","<div><symbol>An accelerated splitting-up method for parabolic equations</symbol></div>","37(4)","1070-1097","SIAM Journal on Mathematical Analysis",,"0036-1410",2005-Jan-01,,,"10.1137/S0036141003437903",,,,False,0,"Krylov,  N. ",True,,,,
38,,,,743425,2,,"D","<div><symbol>On splitting up method and stochastic partial differential equations</symbol></div>","31(2)","564-591","The Annals of Probability",,"0091-1798",2003-Apr-01,,,"10.1214/aop/1048516528",,,,False,0,"Krylov, N. ",True,,,,
38,,,,743425,3,,"D","<div><symbol>Rate of Convergence of Wong?Zakai Approximations for Stochastic Partial Differential Equations</symbol></div>","54 (3)","315-341","Applied Mathematics & Optimization",,"0095-4616",2006-Nov-01,,,"10.1007/s00245-006-1001-z",,,,False,0,,,,,,
38,,,,743425,4,,"D","<div><symbol>On stochastic differential equations with locally unbounded drift</symbol></div>","51(4)","763-783","Chechoslovak Mathematical Journal",,"0011-4642",2001-Dec-01,,,"10.1023/A:1013764929351",,,,False,0,"Martinez, T. ",True,,,,
38,,,,743426,1,,"D","<div><symbol>Hyper-sparsity in the revised simplex method and how to exploit it</symbol></div>","32(3)","259-283","Computational Optimization and Applications",,"0926-6003",2005-Dec-01,,"http://www.optimization-online.org/DB_HTML/2000/11/234.html","10.1007/s10589-005-4802-0",,,,False,0,"McKinnon, K.I.",False,,,,
38,,,,743426,2,,"D","<div><symbol>The simplest examples where the simplex method cycles and conditions where EXPAND fails to prevent cycling</symbol></div>","100(1)","133-150","Mathematical Programming",,"0025-5610",2004-May-01,,,"10.1007/s10107-003-0488-1","Appeared on arXiv Dec 2000 Math OC/0012242.",,,False,0,"McKinnon, K.I.",False,,,,
38,,,,743426,3,,"H","<div><symbol>Preconditioning Indefinite Systems in Interior Point Methods for Large Scale Linear Optimization</symbol></div>",,,"Optimization Methods & Software",,"1029-4937",2007-Aug-10,,"http://www.informaworld.com/smpp/content~content=a781034077~db=all~order=pubdate",,"Accepted and published in electronic form but not yet in paper form.",,,False,0,"Al-Jeiroudi, G.",False,"Gondzio, J.",False,,
38,,,,743426,4,,"H","<div><symbol>Towards a practical parallelisation of the simplex method</symbol></div>",,,,,,2005-Feb-15,,"http://www.optimization-online.org/DB_HTML/2005/02/1061.html",,"Awaiting referees comments on the revision submitted in April 2007.",,,False,0,,,,,,
38,,,,743427,1,,"D","<div><symbol>Detection of Recombination in DNA Multiple Alignments with Hidden Markov Models</symbol></div>","8(4)","401-427","Journal of Computational Biology",,"1066-5277",2001-Sep-01,,,"10.1089/106652701752236214",,,,False,0,"F Wright",False,,,,
38,,,,743427,2,,"D","<div><symbol>Sensitivity and Specificity of Inferring Generic Regulatory Interactions from Microarray Experiments with Dynamic Bayesian Networks</symbol></div>","19 (17)","2271-2282","Bioinformatics",,"1367-4803",2003-Jan-01,,,"10.1093/bioinformatics/btg313",,,,False,0,,,,,,
38,,,,743427,3,,"D","<div><symbol>Discriminating Between Rate Heterogeneity and Interspecific Recombination in DNA Sequence Alignments with Phylogenetic Factorial Hidden Markov Models</symbol></div>","21 (Suppl 2)","ii166-ii172","Bioinformatics",,"1367-4803",2005-Jan-01,,,"10.1093/bioinformatics/bti1127",,,,False,0,,,,,,
38,,,,743427,4,,"D","<div><symbol>Comparative Evaluation of Reverse Engineering Gene Regulatory Networks with Relevance Networks, Graphical Gaussian Models and Bayesian Networks</symbol></div>","22(20)","2523-2531","Bioinformatics",,"1367-4803",2006-Jul-01,,,"10.1093/bioinformatics/btl391",,,,False,0,"A V Werhli ",True,"M Grzegorczyk ",True,,
38,,,,743428,1,,"D","<div><symbol>The Recursive Definition of Stochastic Linear Programming Problems within an Algebraic Modeling Language</symbol></div>","104(1-4)","15-32","Annals of Operations Research",,"0254-5330",2001-Apr-01,,,"10.1023/A:1013126632649",,,,False,0,"Buchanan,  C.S.",False,"Skondras G.K.",False,,
38,,,,743428,2,,"D","<div><symbol>A convexification method for a class of global optimization problems with applications to reliability optimization</symbol></div>","21(2)","185-199","Journal of Global Optimization",,"0925-5001",2001-Oct-01,,,"10.1023/A:1011962605464",,,,False,0,"Li, D. ",True,"Sun, X.L. ",True,,
38,,,,743428,3,,"D","<div><symbol>Modeling the operation of multireservoir systems using decomposition and stochastic dynamic programming</symbol></div>","53(3)","217-225","Naval Research Logistics",,"0894-069X",2006-Feb-01,,,"10.1002/nav.20134",,,,False,0,"Archibald, T.W.",False,"Thomas L.C. ",True,,
38,,,,743428,4,,"D","<div><symbol>On Saddle Points of Augmented Lagrangians for Constrained Nonconvex Optimization</symbol></div>","15(4)","1128-1146","SIAM Journal on Optimization",,"1052-6234",2005-Jan-01,,,"10.1137/030602770",,,,False,0,"Sun,  X.L. ",True,"Li, D. ",True,,
38,,,,743429,1,,"D","<div><symbol>Stochastic Volatility</symbol></div>","5(5)","515-530","International Journal of Theoretical and Applied Finance",,"0219-0249",2002-Aug-01,,,"10.1142/S021902490200150X",,,,False,0,,,,,,
38,,,,743429,2,,"D","<div><symbol>Stochastic Volatility and the Mean Reverting Process</symbol></div>","23(1)","33-47","Journal of Futures Markets",,"0270-7314",2003-Nov-01,,,"10.1002/fut.10044",,,,False,0,,,,,,
38,,,,743429,3,,"D","<div><symbol>Numerical solutions of stochastic differential delay equations under local Lipschitz condition</symbol></div>","151(1)","215-227","Journal of Computational and Applied Mathematics",,"0377-0427",2003-Feb-01,,,"10.1016/S0377-0427(02)00750-1",,,,False,0,"Mao, X.R. ",True,,,,
38,,,,743429,4,,"D","<div><symbol>Asymptotic Behaviour of the Stochastic Lotka-Volterra Model</symbol></div>","287(1)","141-156","Journal of Mathematical Analysis and Applications",,"0022-247X",2003-Nov-01,,,"10.1016/S0022-247X(03)00539-0",,,,False,0,"Mao, X. ",True,"Renshaw,  E. ",True,,
38,,,,743430,1,,"D","<div><symbol>The Bayesian choice of crop variety and fertilizer dose</symbol></div>","51(1)","23-36","Applied Statistics",,"0035-9254",2002-Feb-01,,,"10.1111/1467-9876.04863",,,,True,0,"Talbot, M.",False,,,,
38,,,,743430,2,,"D","<div><symbol>A Bayesian approach to regional and local-area prediction from crop variety trials</symbol></div>","7(3)","403-419","Journal of Agricultural, Biological, and Environmental Statistics",,"1085-7117",2002-Sep-01,,,"10.1198/108571102230",,,,True,0,"Talbot, M. ",True,"Nabugoomu, F. ",True,,
38,,,,743430,3,,"D","<div><symbol>Principal component analysis of landmarks from reversible images</symbol></div>","53(1)","163-175","Applied Statistics",,"0035-9254",2004-Jan-01,,,"10.1046/j.0035-9254.2003.05154.x",,,,True,0,"Glasbey, C.A.",False,"Horgan, G.W. ",True,"Robinson, C.D. ",True
38,,,,743430,4,,"D","<div><symbol>Estimation of economically optimum seed rates for winter wheat from series of trials</symbol></div>","144(4)","303-316","Journal of Agricultural Science",,"0021-8596",2006-Aug-01,,,"10.1017/S0021859606006289",,,,True,0,"Roberts, A.M.I. ",True,"Talbot, M. ",True,"Spink, J.H. ",True
38,,,,434749,1,,"D","On the Valuation of Constant Barrier Options Under Spectrally One-sided Exponential Levy Models and Carr's Approximation for American Puts","100(1-2)","75-107","Stochastic Processes and their Applications",,"0304-4149",2002-Jul-01,,,"10.1016/S0304-4149(02)00104-7",,,,False,0,"Usabel, M",True,"Avram, F",False,,
38,,,,434749,2,,"D","Some Applications of Levy Processes in Insurance and Finance","25","71-94","Finance",,"0752-6180",2004-Jan-01,,,,,,,False,0,,,,,,
38,,,,434749,3,2005,"C","Pricing Perpetual American Options Driven by Spectrally One-sided Levy Processes","Exotic Options: Pricing and Advanced Levy Models","22","Wiley","A Kyprianou, W Schoutens, P Wilmott","0-470-01684-1",,,,,"The book ?Exotic Option Pricing and Advanced Levy Models? (eds.: A. Kyprianou, W. Schoutens and P. Wilmott) is a collection of cutting-edge research papers on the use of Levy processes as a mathematical tool in modelling exotic options. It consists of a compendium of refereed articles by a number of leading international researchers (including Geman, Madan, Eberlein, Peskir and Carr).

The contribution by Chan, ?Pricing perpetual American options driven by spectrally positive Levy processes?, was at the special request of the editors, because in their opinion, ?many important features of the perpetual American put pricing problem are observed?. To paraphrase one of the referees, it was among the first papers to observe the central role played by the so-called ?smooth-pasting? property in models of put options driven by Levy processes. This property has since been shown by others to play a central role in optimal stopping problems generally. In the context of put option pricing, the phenomenon of smooth-pasting was first observed by Samuelson in the 60s; more recently Gerber and Shiu, in a series of papers published in the late 90s have used this property to solve the problem of pricing a perpetual put on an asset whose price is driven by a jump-diffusion process. The paper by Chan extends the results of Gerber and Shiu by establishing smooth-pasting at the optimal exercise level for a perpetual put on an asset whose price is driven by a general spectrally-one-sided Levy process.",,,False,0,,,,,,
38,,,,434750,1,,"D","Lower Limits and Equivalences for Convolution Tails","35(1)","366?383","Annals of Probability ",,"0091-1798",2007-Jan-01,,,"10.1214/009117906000000647",,,,False,0,"Korshunov, D",True,,,,
38,,,,434750,2,,"D","Moments and Tails in Monotone-separable Stochastic Networks","14(2)","612-650","Annals of  Applied Probability",,"1050-5164",2004-Jan-01,,,"10.1214/105051604000000044",,,,False,0,"Baccelli, F",True,,,,
38,,,,434750,3,,"D","Asymptotics for Sums of Random Variables with Local Subexponential  Behaviour","16(2)","489-518","Journal of Theoretical Probability ",,"0894-9840",2003-Apr-01,,,"10.1023/A:1023535030388",,,,False,0,"Asmussen, S",True,"Korshunov, D A",True,,
38,,,,434750,4,,"D","Tail Asymptotics for the Supremum of a Random Walk When the Mean is Not Finite","46(1-2)","15-33","Queueing Systems",,"0257-0130",2004-Jan-01,,,"10.1023/B:QUES.0000021140.87161.9c",,,,False,0,"Denisov, D",False,"Korshunov, D A",True,,
38,,,,434751,1,,"D","Compound Random Mappings","39(4)","712-729","Journal of Applied Probability",,"0021-9002",2002-Dec-01,,,"10.1239/jap/1037816014",,,,False,0,"Jaworski, J",False,,,,
38,,,,434751,2,,"D","The Expected Size of the Rule k Dominating Set","46(3-4)","409-418","Algorithmica",,"0178-4617",2006-Nov-01,,,"10.1007/s00453-006-0104-x",,,,False,0,"Schmutz, E",True,"Sheng, L",True,,
38,,,,434751,3,,"D","A Cutting Process for Random Mappings","30(1-2)","287 - 306??","Random Structures and Algorithms",,"1042-9832",2007-Jan-01,,,"10.1002/rsa.20159",,,,False,0,"Jaworski, J",False,,,,
38,,,,434751,4,,"D","Random Mappings with Exchangeable In-degrees","33","22","Random Structures and Algorithms",,"1042-9832",2007-Sep-01,,,"10.1002/rsa.20187",,,,False,0,"Jaworski, J",False,,,,
38,,,,434752,1,,"D","Discrete and Continuous Time Modulated Random Walks with Heavy-Tailed Increments","20(3)","581-612","Journal of Theoretical Probability",,"0894-9840",2007-Sep-01,,,"10.1007/s10959-007-0081-2",,,,False,0,"Foss, S",False,"Zachary, S",False,,
38,,,,434752,2,,"D","On a Class of L?vy Stochastic Networks ","46(3-4)","409-437","Queueing Systems",,"0257-0130",2004-Mar-01,,,"10.1023/B:QUES.0000027993.51077.f2",,,,False,0,"Last, G",True,"Lin, S-J",True,,
38,,,,434752,3,,"D","Extended Renovation Theory and Limit Theorems for Stochastic Ordered Graphs","9","413-468","Markov Processes and Related Fields",,"1024-2953",2003-Jan-01,,,,,,,False,0,"Foss, S",False,,,,
38,,,,434752,4,,"D","Conditional Limit Theorems for Spectrally Positive Levy Processes","34(1)","158-178","Advances in Applied Probability ",,"0001-8678",2002-Jan-01,,,"10.1239/aap/1019160955",,,,False,0,"Richardson, G",True,,,,
38,,,,434753,1,,"D","The Probability of Exceeding a High Boundary on a Random Time Interval for a Heavy-tailed Random Walk","15(3)","1936-1957","Annals of Applied Probability",,"1050-5164",2005-Jan-01,,,"10.1214/105051605000000269",,,,False,0,"Foss, S",False,"Palmowski, Z",False,,
38,,,,434753,2,,"D","A Note on Insensitivity in Stochastic Networks","44(1)","238-248","Journal of Applied Probability",,"0021-9002",2007-Jan-01,,,,,,,False,0,,,,,,
38,,,,434753,3,,"D","The Maximum on a Random Time Interval of a Random Walk with Long-tailed Increments and Negative Drift","13(1)","37-53","Annals of Applied Probability",,"1050-5164",2003-Jan-01,,,"10.1214/aoap/1042765662",,,,False,0,"Foss, S",False,,,,
38,,,,434753,4,,"D","A Refinement of the Hunt-Kurtz Theory of Large Loss Networks, with an Application to Virtual Partitioning","12(1)","1-22","Annals of Applied Probability",,"1050-5164",2002-Jan-01,,,"10.1214/aoap/1015961154",,,,False,0,"Ziedins, I",True,,,,
38,,,,434754,1,,"D","A Note on P-spline Additive Models with Correlated Errors","18","251-262","Computational Statistics",,"0943-4062",2003-Jan-01,,,,,,,False,0,"Durban, M",True,,,,
38,,,,434754,2,,"D","Smoothing and Forecasting Mortality Rates","4(4)","279-298","Statistical Modelling",,"1471-082X",2004-Dec-01,,,"10.1191/1471082X04st080oa",,,,False,0,"Durban, M",True,"Eilers, P H C",True,,
38,,,,434754,3,,"D","Fast and Compact Smoothing on Large Multidimensional Grids","50(1)","61-76","Computational Statistics and Data Analysis",,"0167-9473",2006-Jan-10,,,"10.1016/j.csda.2004.07.008",,,,False,0,"Eilers, P H C",True,"Durban, M",True,,
38,,,,434754,4,,"D","Generalized Linear Array Models with Applications to Multidimensional  Smoothing","68(2)","259-280","Journal of the Royal Statistical Society, Series B",,"1369-7412",2006-Apr-01,,,"10.1111/j.1467-9868.2006.00543.x",,,,False,0,"Durban, M",True,"Eilers, P H C",True,,
38,,,,434755,1,,"D","Modelling Financial Time Series with SEMIFAR-GARCH Model","18(4)","395-412","IMA Journal of Manamement Mathematics",,"1471-678X",2007-Oct-01,,,"10.1093/imaman/dpm024",,,,False,0,"Beran, J 

",True,"Yu, K",True,,
38,,,,434755,2,,"D","Local Polynomial Fitting with Long-memory, Short-memory and Antipersistent Errors ","54(2)","291-311","The Annals of the Institute of Statistical Mathematics",,"0020-3157 ",2002-Jun-01,,,"10.1023/A:1022469818068",,,,False,0,"Beran, J 

",True,,,,
38,,,,434755,3,,"D","SEMIFAR Models?A Semiparametric Approach to Modelling Trends, Long-range Dependence and Nonstationarity ","40(2)","393-419","Computational Statistics and Data Analysis",,"0167-9473",2002-Aug-01,,,"10.1016/S0167-9473(02)00007-5",,,,False,0,"Beran, J 

",True,,,,
38,,,,434755,4,,"D","Local Polynomial Estimation with a FARIMA-GARCH Error Process ","7(5)","733-750","Bernoulli",,"1350-7265",2001-Oct-01,,,,,,,False,0,"Beran, J 

",True,,,,
38,,,,434756,1,,"D","Likelihood Estimation for Stochastic Compartmental Models using Markov Chain Methods","11(4)","347-358","Statistics and Computing",,"0960-3174",2001-Oct-01,,,"10.1023/A:1011973120681",,,,False,0,"Renshaw, E",True,,,,
38,,,,434756,2,,"D","Bayesian Analysis of Lidar Signals with Multiple Returns","29(12)","2170-2180","IEEE Transactions on Pattern Analysis and Machine Intelligence",,"0162-8828",2007-Dec-01,,,"10.1109/TPAMI.2007.1122",,,,True,0,"Hernandez Marin, S",False,"Wallace, A M",False,,
38,,,,434757,1,,"D","Bayesian Analysis of Experimental Epidemics of Foot-and-mouth Disease ","271(1544)","1111-1117","Proceedings of the Royal Society of London B",,"0370-1662",2004-Jun-07,,,"10.1098/rspb.2004.2715",,,,False,0,"Gibson, G J",False,,,,
38,,,,434757,2,,"D","Bayesian Inference for Stochastic Epidemics in Closed Populations","4(1)","63-75","Statistical Modelling ",,"1471-082X",2004-Apr-01,,,"10.1191/1471082X04st065oa",,,,False,0,"Gibson, G J",False,,,,
38,,,,434758,1,,"D","Pricing Death: Frameworks for the Valuation and Securitization of Mortality Risk","36(1)","79-120","ASTIN Bulletin ",,"0515-0361",2006-May-01,,,"10.2143/AST.36.1.2014145",,,,False,0,"Blake, D",True,"Dowd, K",True,,
38,,,,434758,2,,"D","Stochastic Lifestyling: Optimal Dynamic Asset Allocation for Defined Contribution Pension Plans","30(5)","843-877","Journal of Economic Dynamics and Control",,"0165-1889",2006-May-01,,,"10.1016/j.jedc.2005.03.009",,,,False,0,"Blake, D",True,"Dowd, K",True,,
38,,,,434758,3,,"D","A Family of Term-structure Models for Long-term Risk Management and Derivative Pricing ","14(3)","415-444","Mathematical Finance",,"0960-1627",2004-Jul-01,,,"10.1111/j.0960-1627.2004.00198.x",,,,False,0,,,,,,
38,,,,434758,4,,"D","A Two-factor Model for Stochastic Mortality with Parameter Uncertainty: Theory and Calibration","73(4)","687-718","Journal of Risk and Insurance",,"0022-4367",2006-Dec-01,,,"10.1111/j.1539-6975.2006.00195.x",,,,False,0,"Blake, D",True,"Dowd, K",True,,
38,,,,434759,1,,"D","Risk Capital Allocation by Coherent Risk Measures Based on One-sided Moments ","32(1)","135-146","Insurance: Mathematics and Economics ",,"0167-6687",2003-Feb-19,,,"10.1016/S0167-6687(02)00209-3",,,,False,0,,,,,,
38,,,,434759,2,,"D","A Law of Large Numbers approach to valuation in life insurance","40(1)","35-57","Insurance: Mathematics and Economics",,"0167-6687",2007-Jan-01,,,"10.1016/j.insmatheco.2006.02.009",,,,False,0,,,,,,
38,,,,434760,1,,"H","Semiparametric Diffusion Estimation and Application to a Stock Market Index",,,"Quantitative Finance",,"1469-7688",2006-Nov-01,,"http://citeseer.ist.psu.edu/cache/papers/cs/22014/http:zSzzSzwww.business.uts.edu.auzSzfinancezSzqfrzSzrp51.pdf/semiparametric-diffusion-estimation-and.pdf",,"Accepted (November 2006), in final form, to appear in Quantitative Finance.",,,False,1,"Hardle, W",True,"Korostelev, A",True,"Logeay, C",True
38,,,,434760,2,,"D","The Effect of Management Discretion on Hedging and Fair Valuation of Participating Policies with Maturity Guarantees","40(3)","445-458","Insurance: Mathematics and Economics",,"0167-6687",2007-May-01,,,"10.1016/j.insmatheco.2006.07.005",,,,False,0,"Willder, M",False,,,,
38,,,,434760,3,,"D","Web Quantlets for Time Series Analysis","53(1)","179-188","Annals of the Institute of Statistical Mathematics",,"0020-3157",2001-Mar-01,,,"10.1023/A:1017980807689",,,,False,0,"Hardle, W",True,"Tschernig, R",True,,
38,,,,434760,4,,"D","Client/server Based Statistical Computing","17(3)","315-328","Computational Statistics",,"0943-4062",2002-Jan-01,,,,,,,False,0,"Lehmann, H",True,,,,
38,,,,434761,1,,"D","A Nelson-Aalen Estimate of the Incidence Rates of Early-Onset Alzheimer's Disease Associated With the Presenilin-1 Gene","32(1)","1-42","ASTIN Bulletin",,"0515-0361",2002-May-01,,,"10.2143/AST.32.1.1012",,,,False,0,"Gui, E H",True,,,,
38,,,,434761,2,,"D","The Genetics of Breast and Ovarian Cancer I: A model of Family History","2003(1)","1-27","Scandinavian Actuarial Journal",,"0346-1238",2003-Mar-01,,,,,,,False,0,"Waters, H R",False,"Wekwete, C T",False,,
38,,,,434761,3,,"D","The Genetics of Breast and Ovarian Cancer II: A Model of Critical Illness Insurance","2003(1)","28-50","Scandinavian Actuarial Journal",,"0346-1238",2003-Mar-01,,,,,,,False,0,"Waters, H R",False,"Wekwete, C T",False,,
38,,,,434761,4,,"D","The Impact of Multifactorial Genetic Disorders on Critical Illness Insurance: A Simulation Study Based on UK Biobank","36(2)","311-346","ASTIN Bulletin",,"0515-0361",2006-Jan-01,,,"10.2143/AST.36.2.2017924",,,,False,0,"Pritchard, D",False,"Tapadar, P",False,,
38,,,,434762,1,,"H","On Utility-based Super-replication Prices of Contingent Claims with Unbounded Payoffs",,,"Journal of Applied Probability",,"0021-9002",2007-Dec-01,,"http://arxiv.org/abs/math/0609403",,"Accepted, in final form, to appear in the Journal of Applied Probability.",,,False,0,"Oertel, F",False,,,,
38,,,,434762,2,,"D","Notes on Options, Hedging, Prudential Reserves and Fair Values","11(2)","199-293","British Actuarial Journal",,"1357-3217",2005-Jan-01,,,,,,,False,0,"Waters, H R",False,"Wilkie, A D",False,,
38,,,,434762,3,,"H","Optimal Investment with an Unbounded Random Endowment and Utility-Based Pricing Methods",,,"Mathematical Finance",,"0960-1627",2007-Sep-11,,"http://arxiv.org/abs/0706.0478",,"Accepted, in final form, to appear in Mathematical Finance.",,,False,0,"Zitkovic, G",True,,,,
38,,,,434762,4,,"D","Utility Based Optimal Hedging in Incomplete Markets","12(2)","691-709","Ann. Appl. Probability",,"1050-5164",2002-Jan-01,,,"10.1214/aoap/1026915621",,,,False,0,,,,,,
38,,,,434763,1,,"D","On Pricing Derivatives under GARCH Models: A Dynamic Gerber-Shiu's Approach","8(3)","17-31","North American Actuarial Journal",,"1092-0277",2004-Jan-01,,,,,,,False,0,"Tong, H ",True,"Yang, H",True,,
38,,,,434763,2,,"D","Fair Valuation of Participating Policies With Surrender Options and Regime Switching","37(3)","533-552","Insurance: Mathematics and Economics",,"0167-6687",2005-Dec-01,,,"10.1016/j.insmatheco.2005.05.007",,,,False,0,,,,,,
38,,,,434763,3,,"D","On a Multivariate Markov Chain Model for Credit Risk Measurement","5(6)","543-556","Quantitative Finance",,"1469-7688",2005-Dec-06,,,"10.1080/14697680500383714",,,,False,0,"Ching, W K",True,"Fung, E S",True,"Ng, M K",True
38,,,,434763,4,,"D","On Bayesian Mixture Credibility","36(2)","573-588","ASTIN Bulletin",,"0515-0361",2006-Jan-01,,,"10.2143/AST.36.2.2017934",,,,False,0,"Lau, J W",True,"Yang, H",True,,
38,,,,434764,1,,"D","A Model for  Coronary Heart Disease and Stroke with Applications to Critical Illness  Insurance Underwriting I: The Model","9(1)","13-40","North American Actuarial Journal",,"1092-0277",2005-Jan-01,,,,,,,False,0,"Macdonald, A S ",False,"Wekwete, C T",False,,
38,,,,434764,2,,"D","A Model for  Coronary Heart Disease and Stroke with Applications to Critical Illness  Insurance Underwriting II: Applications","9(1)","41-56","North American Actuarial Journal",,"1092-0277",2005-Jan-01,,,,,,,False,0,"Macdonald, A S ",False,"Wekwete, C T",False,,
38,,,,434764,3,,"D","The Distribution of the Time  to Ruin in the Classical Risk Model","32(2)","299-313","ASTIN Bulletin",,"0515-0361",2002-Nov-01,,,"10.2143/AST.32.2.1031",,,,False,0,"Dickson, D C M",True,,,,
38,,,,434764,4,,"D","Some Optimal Dividends Problems","34(1)","49-74","ASTIN Bulletin",,"0515-0361",2004-May-01,,,"10.2143/AST.34.1.504954",,,,False,0,"Dickson, D C M",True,,,,
38,,,,434765,1,,"D","The Solution to a Second Order Linear Ordinary Differential Equation with a Non-homogeneous Term That is a Measure","79(3&4)","363-382","Stochastics",,"1744-2508",2007-Jun-01,,,"10.1080/17442500601100281",,,,False,0,"Zervos, M",True,,,,
38,,,,434767,1,,"D","VaR and Expected Shortfall in Portfolios of Dependent Credit Risks: Conceptual and Practical Insights","26(7)","1317-1334","Journal of Banking and Finance",,"0378-4266",2002-Jul-01,,,"10.1016/S0378-4266(02)00265-0",,,,False,0,"Frey, R",True,,,,
